DataLeverandørnavn;ObservationsStedNr;ObservationsStedNavn;Lokalitetsnavn;X_UTM32;Y_UTM32;Startdato;Startklok;Prøvetype;GennemsnitsDybde_m;Parameter;Enhed;Prøvefraktion;Resultat;ResultatAttribut;Oplukningskorrigeret;Kontrol;Kvalitet;Kvalitetsnote;time
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-09-30;1001;Enkeltprøve;4.2;Klorofyl a;µg/l;Partikelbundet - fra filteret;16.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:44/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-09-30 10:01:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-09-30;1001;Blandingsprøve;2.375;Klorofyl a;µg/l;Partikelbundet - fra filteret;14.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:44/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-09-30 10:01:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-10-17;0935;Enkeltprøve;1.0;Oxygen indhold;mg/l;Total;9.5;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:35/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-10-17 09:35:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-10-17;0935;Enkeltprøve;1.0;Nitrogen,total N;µg/l;Total;595.7979506;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:35/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-10-17 09:35:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-10-17;0935;Enkeltprøve;1.0;Phosphor, total-P;µg/l;Total;93.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:35/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-10-17 09:35:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-10-17;0935;Enkeltprøve;1.0;Ammoniak+ammonium-N;µg/l;Opløst - filtrat fra filtrering;52.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:35/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-10-17 09:35:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-10-17;0935;Enkeltprøve;1.0;Nitrit+nitrat-N;µg/l;Opløst - filtrat fra filtrering;140.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:35/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-10-17 09:35:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-10-17;0935;Enkeltprøve;1.0;Ortho-phosphat-P;µg/l;Opløst - filtrat fra filtrering;60.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:35/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-10-17 09:35:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-10-17;0935;Enkeltprøve;1.0;Klorofyl a;µg/l;Partikelbundet - fra filteret;4.5;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:35/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-10-17 09:35:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-10-17;0935;Enkeltprøve;4.3;Oxygen indhold;mg/l;Total;8.1;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:35/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-10-17 09:35:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-10-17;0935;Enkeltprøve;4.3;Nitrogen,total N;µg/l;Total;566.9525278;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:35/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-10-17 09:35:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-10-17;0935;Enkeltprøve;4.3;Phosphor, total-P;µg/l;Total;100.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:35/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-10-17 09:35:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-10-17;0935;Enkeltprøve;4.3;Ammoniak+ammonium-N;µg/l;Opløst - filtrat fra filtrering;92.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:35/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-10-17 09:35:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-10-17;0935;Enkeltprøve;4.3;Nitrit+nitrat-N;µg/l;Opløst - filtrat fra filtrering;54.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:35/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-10-17 09:35:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-10-17;0935;Enkeltprøve;4.3;Ortho-phosphat-P;µg/l;Opløst - filtrat fra filtrering;66.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:35/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-10-17 09:35:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-10-17;0935;Enkeltprøve;4.3;Klorofyl a;µg/l;Partikelbundet - fra filteret;3.9;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:35/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-10-17 09:35:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-10-17;0935;Blandingsprøve;2.75;Klorofyl a;µg/l;Partikelbundet - fra filteret;5.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:35/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-10-17 09:35:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-10-30;0930;Enkeltprøve;1.0;Oxygen indhold;mg/l;Total;9.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:03/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-10-30 09:30:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-10-30;0930;Enkeltprøve;1.0;Nitrogen,total N;µg/l;Total;598.4959994;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:03/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-10-30 09:30:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-10-30;0930;Enkeltprøve;1.0;Phosphor, total-P;µg/l;Total;73.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:03/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-10-30 09:30:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-10-30;0930;Enkeltprøve;1.0;Ammoniak+ammonium-N;µg/l;Opløst - filtrat fra filtrering;88.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:03/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-10-30 09:30:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-10-30;0930;Enkeltprøve;1.0;Nitrit+nitrat-N;µg/l;Opløst - filtrat fra filtrering;94.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:03/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-10-30 09:30:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-10-30;0930;Enkeltprøve;1.0;Ortho-phosphat-P;µg/l;Opløst - filtrat fra filtrering;47.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:03/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-10-30 09:30:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-10-30;0930;Enkeltprøve;1.0;Klorofyl a;µg/l;Partikelbundet - fra filteret;4.5;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:03/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-10-30 09:30:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-10-30;0930;Enkeltprøve;5.1;Nitrogen,total N;µg/l;Total;552.4611042;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:03/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-10-30 09:30:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-10-30;0930;Enkeltprøve;5.1;Phosphor, total-P;µg/l;Total;66.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:03/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-10-30 09:30:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-10-30;0930;Enkeltprøve;5.1;Ammoniak+ammonium-N;µg/l;Opløst - filtrat fra filtrering;78.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:03/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-10-30 09:30:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-10-30;0930;Enkeltprøve;5.1;Nitrit+nitrat-N;µg/l;Opløst - filtrat fra filtrering;68.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:03/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-10-30 09:30:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-10-30;0930;Enkeltprøve;5.1;Ortho-phosphat-P;µg/l;Opløst - filtrat fra filtrering;43.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:03/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-10-30 09:30:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-10-30;0930;Enkeltprøve;5.1;Klorofyl a;µg/l;Partikelbundet - fra filteret;6.5;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:03/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-10-30 09:30:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-11-11;0939;Enkeltprøve;1.0;Oxygen indhold;mg/l;Total;9.2;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:03/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-11-11 09:39:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-11-11;0939;Enkeltprøve;1.0;Nitrogen,total N;µg/l;Total;719.3251583;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:03/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-11-11 09:39:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-11-11;0939;Enkeltprøve;1.0;Phosphor, total-P;µg/l;Total;59.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:03/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-11-11 09:39:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-11-11;0939;Enkeltprøve;1.0;Ammoniak+ammonium-N;µg/l;Opløst - filtrat fra filtrering;87.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:03/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-11-11 09:39:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-11-11;0939;Enkeltprøve;1.0;Nitrit+nitrat-N;µg/l;Opløst - filtrat fra filtrering;230.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:03/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-11-11 09:39:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-11-11;0939;Enkeltprøve;1.0;Ortho-phosphat-P;µg/l;Opløst - filtrat fra filtrering;40.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:03/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-11-11 09:39:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-11-11;0939;Enkeltprøve;1.0;Klorofyl a;µg/l;Partikelbundet - fra filteret;3.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:03/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-11-11 09:39:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-11-11;0939;Enkeltprøve;4.6;Oxygen indhold;mg/l;Total;7.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:03/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-11-11 09:39:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-11-11;0939;Enkeltprøve;4.6;Nitrogen,total N;µg/l;Total;545.8293516;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:03/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-11-11 09:39:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-11-11;0939;Enkeltprøve;4.6;Phosphor, total-P;µg/l;Total;54.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:03/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-11-11 09:39:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-11-11;0939;Enkeltprøve;4.6;Ammoniak+ammonium-N;µg/l;Opløst - filtrat fra filtrering;100.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:03/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-11-11 09:39:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-11-11;0939;Enkeltprøve;4.6;Nitrit+nitrat-N;µg/l;Opløst - filtrat fra filtrering;110.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:03/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-11-11 09:39:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-11-11;0939;Enkeltprøve;4.6;Ortho-phosphat-P;µg/l;Opløst - filtrat fra filtrering;38.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:03/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-11-11 09:39:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-11-11;0939;Enkeltprøve;4.6;Klorofyl a;µg/l;Partikelbundet - fra filteret;1.6;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:03/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-11-11 09:39:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-11-25;0938;Enkeltprøve;4.2;Nitrogen,total N;µg/l;Total;675.5387928;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:39/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-11-25 09:38:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-11-25;0938;Enkeltprøve;4.2;Phosphor, total-P;µg/l;Total;48.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:39/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-11-25 09:38:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-11-25;0938;Enkeltprøve;4.2;Ammoniak+ammonium-N;µg/l;Opløst - filtrat fra filtrering;120.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:39/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-11-25 09:38:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-11-25;0938;Enkeltprøve;4.2;Nitrit+nitrat-N;µg/l;Opløst - filtrat fra filtrering;240.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:39/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-11-25 09:38:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-11-25;0938;Enkeltprøve;4.2;Ortho-phosphat-P;µg/l;Opløst - filtrat fra filtrering;39.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:39/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-11-25 09:38:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-11-25;0938;Enkeltprøve;4.2;Klorofyl a;µg/l;Partikelbundet - fra filteret;1.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:39/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-11-25 09:38:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-11-25;0938;Enkeltprøve;1.0;Oxygen indhold;mg/l;Total;10.2;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:39/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-11-25 09:38:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-11-25;0938;Enkeltprøve;1.0;Nitrogen,total N;µg/l;Total;748.6111661;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:39/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-11-25 09:38:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-11-25;0938;Enkeltprøve;1.0;Phosphor, total-P;µg/l;Total;47.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:39/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-11-25 09:38:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-11-25;0938;Enkeltprøve;1.0;Ammoniak+ammonium-N;µg/l;Opløst - filtrat fra filtrering;110.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:39/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-11-25 09:38:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-11-25;0938;Enkeltprøve;1.0;Nitrit+nitrat-N;µg/l;Opløst - filtrat fra filtrering;280.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:39/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-11-25 09:38:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-11-25;0938;Enkeltprøve;1.0;Ortho-phosphat-P;µg/l;Opløst - filtrat fra filtrering;33.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:39/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-11-25 09:38:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-11-25;0938;Enkeltprøve;1.0;Klorofyl a;µg/l;Partikelbundet - fra filteret;2.8;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:39/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-11-25 09:38:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-11-25;0938;Blandingsprøve;2.5;Klorofyl a;µg/l;Partikelbundet - fra filteret;1.9;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:39/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-11-25 09:38:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-12-16;0959;Enkeltprøve;5.0;Nitrogen,total N;µg/l;Total;593.3559035;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:01/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-12-16 09:59:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-12-16;0959;Enkeltprøve;5.0;Phosphor, total-P;µg/l;Total;35.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:01/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-12-16 09:59:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-12-16;0959;Enkeltprøve;5.0;Ammoniak+ammonium-N;µg/l;Opløst - filtrat fra filtrering;100.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:01/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-12-16 09:59:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-12-16;0959;Enkeltprøve;5.0;Nitrit+nitrat-N;µg/l;Opløst - filtrat fra filtrering;180.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:01/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-12-16 09:59:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-12-16;0959;Enkeltprøve;5.0;Ortho-phosphat-P;µg/l;Opløst - filtrat fra filtrering;17.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:01/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-12-16 09:59:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-12-16;0959;Enkeltprøve;5.0;Klorofyl a;µg/l;Partikelbundet - fra filteret;5.6;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:01/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-12-16 09:59:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-12-16;0959;Enkeltprøve;1.0;Oxygen indhold;mg/l;Total;10.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:01/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-12-16 09:59:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-12-16;0959;Enkeltprøve;1.0;Nitrogen,total N;µg/l;Total;611.6254425;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:01/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-12-16 09:59:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-12-16;0959;Enkeltprøve;1.0;Phosphor, total-P;µg/l;Total;31.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:01/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-12-16 09:59:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-12-16;0959;Enkeltprøve;1.0;Ammoniak+ammonium-N;µg/l;Opløst - filtrat fra filtrering;100.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:01/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-12-16 09:59:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-12-16;0959;Enkeltprøve;1.0;Nitrit+nitrat-N;µg/l;Opløst - filtrat fra filtrering;210.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:01/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-12-16 09:59:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-12-16;0959;Enkeltprøve;1.0;Ortho-phosphat-P;µg/l;Opløst - filtrat fra filtrering;18.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:01/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-12-16 09:59:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2013-12-16;0959;Enkeltprøve;1.0;Klorofyl a;µg/l;Partikelbundet - fra filteret;2.7;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:01/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2013-12-16 09:59:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2014-01-06;0916;Enkeltprøve;4.7;Nitrogen,total N;µg/l;Total;632.8908751;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:26/Datamigrering: Registreret af RINBent (benje@nst.dk);2014-01-06 09:16:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2014-01-06;0916;Enkeltprøve;4.7;Phosphor, total-P;µg/l;Total;25.0;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:26/Datamigrering: Registreret af RINBent (benje@nst.dk);2014-01-06 09:16:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2014-01-06;0916;Enkeltprøve;4.7;Ammoniak+ammonium-N;µg/l;Opløst - filtrat fra filtrering;130.0;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:26/Datamigrering: Registreret af RINBent (benje@nst.dk);2014-01-06 09:16:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2014-01-06;0916;Enkeltprøve;4.7;Nitrit+nitrat-N;µg/l;Opløst - filtrat fra filtrering;260.0;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:26/Datamigrering: Registreret af RINBent (benje@nst.dk);2014-01-06 09:16:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2014-01-06;0916;Enkeltprøve;4.7;Ortho-phosphat-P;µg/l;Opløst - filtrat fra filtrering;16.0;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:26/Datamigrering: Registreret af RINBent (benje@nst.dk);2014-01-06 09:16:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2014-01-06;0916;Enkeltprøve;4.7;Klorofyl a;µg/l;Partikelbundet - fra filteret;1.1;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:26/Datamigrering: Registreret af RINBent (benje@nst.dk);2014-01-06 09:16:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2014-01-06;0916;Enkeltprøve;1.0;Nitrogen,total N;µg/l;Total;844.9718637;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:26/Datamigrering: Registreret af RINBent (benje@nst.dk);2014-01-06 09:16:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2014-01-06;0916;Enkeltprøve;1.0;Phosphor, total-P;µg/l;Total;28.0;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:26/Datamigrering: Registreret af RINBent (benje@nst.dk);2014-01-06 09:16:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2014-01-06;0916;Enkeltprøve;1.0;Ammoniak+ammonium-N;µg/l;Opløst - filtrat fra filtrering;150.0;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:26/Datamigrering: Registreret af RINBent (benje@nst.dk);2014-01-06 09:16:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2014-01-06;0916;Enkeltprøve;1.0;Nitrit+nitrat-N;µg/l;Opløst - filtrat fra filtrering;430.0;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:26/Datamigrering: Registreret af RINBent (benje@nst.dk);2014-01-06 09:16:00
